transaction_id,user_id,amount,merchant_id,device_type,location,timestamp,is_fraud
TXN00002722,U00030,4.02,M061,Mobile,BR,2023-01-19 22:29:00,0
TXN00002723,U00018,6.42,M052,Mobile,BR,2023-01-19 22:31:00,0
TXN00002724,U00845,15.05,M030,Mobile,AU,2023-01-19 22:39:00,0
TXN00002725,U00772,15.79,M082,Mobile,US,2023-01-19 23:03:00,0
TXN00002726,U00731,12.86,M033,Tablet,CA,2023-01-19 23:09:00,0
TXN00002727,U00453,11.71,M010,Mobile,FR,2023-01-19 23:31:00,0
TXN00002728,U00401,32.22,M020,Tablet,AU,2023-01-19 23:33:00,0
TXN00002729,U00393,30.64,M082,Tablet,BR,2023-01-19 23:43:00,0
TXN00002730,U00840,72.02,M005,Mobile,JP,2023-01-19 23:49:00,0
TXN00002731,U00135,20.77,M084,Desktop,BR,2023-01-20 00:00:00,0
TXN00002732,U00069,9.75,M009,Desktop,FR,2023-01-20 00:00:00,0
TXN00002733,U00483,142.75,M025,Tablet,BR,2023-01-20 00:02:00,0
TXN00002734,U00758,3.52,M055,Desktop,JP,2023-01-20 00:07:00,0
TXN00002735,U00290,3.01,M079,Tablet,UK,2023-01-20 00:25:00,0
TXN00002736,U00432,7.55,M039,Tablet,FR,2023-01-20 00:25:00,0
TXN00002737,U00839,12.09,M095,Tablet,JP,2023-01-20 00:38:00,0
TXN00002738,U00047,34.66,M034,Mobile,US,2023-01-20 00:42:00,0
TXN00002739,U00819,20.01,M075,Tablet,MX,2023-01-20 00:46:00,0
TXN00002740,U00998,58.02,M056,Desktop,AU,2023-01-20 00:52:00,0
TXN00002741,U00918,2.32,M016,Desktop,CA,2023-01-20 00:55:00,0
TXN00002742,U00697,1532.1,M032,Desktop,IN,2023-01-20 00:59:00,1
TXN00002743,U00332,50.09,M065,Mobile,US,2023-01-20 01:04:00,0
TXN00002744,U00868,10.94,M038,Mobile,DE,2023-01-20 01:18:00,0
TXN00002745,U00923,191.32,M072,Desktop,CA,2023-01-20 01:25:00,0
TXN00002746,U00223,102.04,M064,Mobile,CA,2023-01-20 01:32:00,0
TXN00002747,U00977,6.04,M037,Mobile,IN,2023-01-20 01:38:00,0
TXN00002748,U00198,5.78,M075,Mobile,US,2023-01-20 02:18:00,0
TXN00002749,U00922,53.95,M087,Mobile,DE,2023-01-20 02:22:00,0
TXN00002750,U00852,34.73,M053,Tablet,DE,2023-01-20 02:30:00,0
TXN00002751,U00617,82.96,M021,Desktop,BR,2023-01-20 02:30:00,0
TXN00002752,U00171,35.45,M091,Desktop,MX,2023-01-20 02:32:00,0
TXN00002753,U00229,7.66,M061,Tablet,CA,2023-01-20 02:32:00,0
TXN00002754,U00431,31.26,M020,Desktop,BR,2023-01-20 02:39:00,0
TXN00002755,U00639,13.63,M062,Desktop,IN,2023-01-20 02:43:00,0
TXN00002756,U00588,72.07,M029,Desktop,BR,2023-01-20 02:49:00,0
TXN00002757,U00609,9.45,M001,Tablet,DE,2023-01-20 03:06:00,0
TXN00002758,U00258,1.01,M048,Desktop,IN,2023-01-20 03:19:00,0
TXN00002759,U00195,3.24,M028,Tablet,JP,2023-01-20 03:26:00,0
TXN00002760,U00540,60.12,M008,Tablet,CA,2023-01-20 03:27:00,0
TXN00002761,U00905,71.35,M056,Tablet,CA,2023-01-20 03:44:00,0
TXN00002762,U00848,33.83,M043,Tablet,UK,2023-01-20 04:15:00,0
TXN00002763,U00547,28.74,M046,Desktop,US,2023-01-20 04:28:00,0
TXN00002764,U00661,3336.1,M056,Desktop,FR,2023-01-20 04:31:00,1
TXN00002765,U00237,83.04,M062,Tablet,FR,2023-01-20 04:36:00,0
TXN00002766,U00939,3664.78,M068,Desktop,AU,2023-01-20 04:38:00,1
TXN00002767,U00066,80.8,M061,Tablet,US,2023-01-20 04:45:00,0
TXN00002768,U00962,19.52,M081,Desktop,CA,2023-01-20 04:56:00,0
TXN00002769,U00407,105.24,M068,Desktop,FR,2023-01-20 04:57:00,0
TXN00002770,U00721,8.85,M055,Tablet,MX,2023-01-20 05:06:00,0
TXN00002771,U00343,10.27,M005,Desktop,JP,2023-01-20 05:11:00,0
TXN00002772,U00593,9.86,M051,Mobile,JP,2023-01-20 05:11:00,0
TXN00002773,U00891,45.15,M020,Tablet,AU,2023-01-20 05:37:00,0
TXN00002774,U00105,47.95,M049,Tablet,US,2023-01-20 05:41:00,0
TXN00002775,U00847,7.48,M023,Desktop,MX,2023-01-20 05:48:00,0
TXN00002776,U00635,2.63,M019,Tablet,JP,2023-01-20 05:49:00,0
TXN00002777,U00520,2635.47,M052,Desktop,MX,2023-01-20 06:22:00,1
TXN00002778,U00525,8.46,M085,Mobile,AU,2023-01-20 06:29:00,0
TXN00002779,U00929,46.61,M014,Mobile,AU,2023-01-20 06:59:00,0
TXN00002780,U00227,4477.36,M077,Mobile,IN,2023-01-20 07:37:00,1
TXN00002781,U00224,92.11,M030,Tablet,MX,2023-01-20 07:44:00,0
TXN00002782,U00363,46.62,M033,Mobile,BR,2023-01-20 08:12:00,0
TXN00002783,U00387,62.84,M016,Tablet,IN,2023-01-20 08:14:00,0
TXN00002784,U00687,1622.85,M006,Desktop,DE,2023-01-20 08:27:00,1
TXN00002785,U00769,19.23,M041,Desktop,AU,2023-01-20 08:31:00,0
TXN00002786,U00118,74.59,M050,Mobile,FR,2023-01-20 08:40:00,0
TXN00002787,U00654,40.68,M094,Mobile,JP,2023-01-20 08:41:00,0
TXN00002788,U00061,10.7,M072,Tablet,JP,2023-01-20 08:46:00,0
TXN00002789,U00756,4.28,M062,Desktop,FR,2023-01-20 08:53:00,0
TXN00002790,U00325,16.48,M081,Tablet,AU,2023-01-20 08:59:00,0
TXN00002791,U00868,14.47,M081,Tablet,US,2023-01-20 09:09:00,0
TXN00002792,U00135,17.75,M024,Desktop,BR,2023-01-20 09:18:00,0
TXN00002793,U00422,20.08,M065,Desktop,BR,2023-01-20 09:29:00,0
TXN00002794,U00746,11.85,M065,Tablet,JP,2023-01-20 09:34:00,0
TXN00002795,U00525,6.18,M100,Mobile,CA,2023-01-20 09:34:00,0
TXN00002796,U00549,6.45,M049,Mobile,CA,2023-01-20 09:45:00,0
TXN00002797,U00970,9.32,M029,Desktop,FR,2023-01-20 10:05:00,0
TXN00002798,U00240,14.83,M024,Mobile,FR,2023-01-20 10:14:00,0
TXN00002799,U00453,21.81,M046,Tablet,BR,2023-01-20 10:17:00,0
TXN00002800,U00537,3373.75,M020,Desktop,DE,2023-01-20 11:13:00,1
TXN00002801,U00882,15.5,M059,Desktop,UK,2023-01-20 11:14:00,0
TXN00002802,U00909,10.33,M056,Mobile,MX,2023-01-20 11:23:00,0
TXN00002803,U00032,29.59,M012,Tablet,FR,2023-01-20 11:23:00,0
TXN00002804,U00721,5.34,M068,Desktop,BR,2023-01-20 11:29:00,0
TXN00002805,U00801,9.34,M075,Desktop,US,2023-01-20 11:30:00,0
TXN00002806,U00351,10.62,M062,Mobile,BR,2023-01-20 11:41:00,0
TXN00002807,U00976,20.6,M061,Mobile,FR,2023-01-20 11:42:00,0
TXN00002808,U00248,57.4,M028,Mobile,BR,2023-01-20 11:43:00,0
TXN00002809,U00620,2580.25,M024,Desktop,IN,2023-01-20 12:09:00,1
TXN00002810,U00531,3.73,M100,Desktop,CA,2023-01-20 12:10:00,0
TXN00002811,U00883,14.72,M077,Desktop,MX,2023-01-20 12:13:00,0
TXN00002812,U00188,23.52,M052,Mobile,BR,2023-01-20 12:15:00,0
TXN00002813,U00957,38.49,M075,Tablet,FR,2023-01-20 12:32:00,0
TXN00002814,U00747,12.13,M092,Desktop,IN,2023-01-20 12:35:00,0
TXN00002815,U00544,15.16,M017,Mobile,UK,2023-01-20 12:43:00,0
TXN00002816,U00652,1813.2,M007,Desktop,IN,2023-01-20 12:50:00,1
TXN00002817,U00552,12.93,M039,Tablet,DE,2023-01-20 12:50:00,0
TXN00002818,U00940,45.82,M039,Desktop,US,2023-01-20 13:02:00,0
TXN00002819,U00573,18.55,M095,Desktop,AU,2023-01-20 13:03:00,0
TXN00002820,U00027,72.85,M036,Mobile,US,2023-01-20 13:19:00,0
TXN00002821,U00075,2.24,M020,Mobile,US,2023-01-20 13:28:00,0
TXN00002822,U00161,13.18,M076,Tablet,AU,2023-01-20 13:34:00,0
TXN00002823,U00241,36.48,M020,Desktop,JP,2023-01-20 13:52:00,0
TXN00002824,U00366,25.59,M030,Tablet,AU,2023-01-20 13:54:00,0
TXN00002825,U00049,9.77,M061,Tablet,AU,2023-01-20 14:02:00,0
TXN00002826,U00547,15.05,M010,Desktop,IN,2023-01-20 14:02:00,0
TXN00002827,U00952,13.52,M011,Desktop,MX,2023-01-20 14:04:00,0
TXN00002828,U00772,9.2,M058,Tablet,CA,2023-01-20 14:06:00,0
TXN00002829,U00858,12.99,M047,Desktop,MX,2023-01-20 14:06:00,0
TXN00002830,U00181,17.82,M095,Tablet,DE,2023-01-20 14:16:00,0
TXN00002831,U00861,6.94,M060,Mobile,MX,2023-01-20 15:16:00,0
TXN00002832,U00249,17.63,M002,Desktop,AU,2023-01-20 15:22:00,0
TXN00002833,U00090,18.51,M027,Desktop,US,2023-01-20 15:22:00,0
TXN00002834,U00122,218.76,M058,Tablet,BR,2023-01-20 15:25:00,0
TXN00002835,U00934,22.48,M058,Desktop,FR,2023-01-20 15:40:00,0
TXN00002836,U00112,99.59,M082,Mobile,UK,2023-01-20 16:11:00,0
TXN00002837,U00243,23.72,M084,Mobile,CA,2023-01-20 16:20:00,0
TXN00002838,U00314,12.1,M050,Desktop,UK,2023-01-20 16:20:00,0
TXN00002839,U00397,8.16,M040,Mobile,AU,2023-01-20 16:35:00,0
TXN00002840,U00116,16.97,M009,Mobile,CA,2023-01-20 17:01:00,0
TXN00002841,U00387,17.49,M010,Desktop,DE,2023-01-20 17:02:00,0
TXN00002842,U00486,63.15,M032,Mobile,BR,2023-01-20 17:13:00,0
TXN00002843,U00458,16.75,M045,Mobile,FR,2023-01-20 17:14:00,0
TXN00002844,U00857,26.83,M040,Tablet,IN,2023-01-20 17:27:00,0
TXN00002845,U00189,18.46,M022,Tablet,BR,2023-01-20 17:32:00,0
TXN00002846,U00929,32.25,M051,Tablet,MX,2023-01-20 17:38:00,0
TXN00002847,U00091,11.42,M071,Tablet,MX,2023-01-20 17:42:00,0
TXN00002848,U00179,6.31,M075,Mobile,AU,2023-01-20 18:11:00,0
TXN00002849,U00277,18.22,M054,Mobile,UK,2023-01-20 19:00:00,0
TXN00002850,U00417,20.94,M011,Desktop,MX,2023-01-20 19:03:00,0
TXN00002851,U00079,41.62,M065,Desktop,IN,2023-01-20 19:06:00,0
TXN00002852,U00088,18.16,M023,Tablet,US,2023-01-20 19:29:00,0
TXN00002853,U00379,1614.15,M032,Tablet,BR,2023-01-20 19:32:00,1
TXN00002854,U00918,15.82,M032,Tablet,MX,2023-01-20 19:37:00,0
TXN00002855,U00742,60.87,M043,Tablet,CA,2023-01-20 19:40:00,0
TXN00002856,U00889,11.79,M056,Desktop,JP,2023-01-20 19:47:00,0
TXN00002857,U00307,6.57,M045,Desktop,JP,2023-01-20 19:49:00,0
TXN00002858,U00400,103.37,M051,Tablet,UK,2023-01-20 20:34:00,0
TXN00002859,U00018,32.38,M011,Tablet,CA,2023-01-20 20:57:00,0
TXN00002860,U00258,8.25,M083,Tablet,UK,2023-01-20 21:01:00,0
TXN00002861,U00806,12.54,M051,Mobile,MX,2023-01-20 21:01:00,0
TXN00002862,U00587,66.46,M007,Tablet,DE,2023-01-20 21:04:00,0
TXN00002863,U00977,9.47,M055,Mobile,AU,2023-01-20 21:12:00,0
TXN00002864,U00001,12.39,M037,Tablet,AU,2023-01-20 21:14:00,0
TXN00002865,U00297,13.7,M076,Tablet,CA,2023-01-20 21:19:00,0
TXN00002866,U00945,3.4,M034,Tablet,AU,2023-01-20 21:53:00,0
TXN00002867,U00609,27.91,M003,Tablet,JP,2023-01-20 21:57:00,0
TXN00002868,U00776,100.86,M044,Desktop,IN,2023-01-20 21:59:00,0
TXN00002869,U00936,17.31,M036,Tablet,FR,2023-01-20 22:31:00,0
TXN00002870,U00445,6.09,M008,Desktop,US,2023-01-20 22:35:00,0
TXN00002871,U00824,20.49,M065,Tablet,IN,2023-01-20 22:40:00,0
TXN00002872,U00666,69.26,M034,Mobile,JP,2023-01-20 22:43:00,0
TXN00002873,U00530,25.07,M064,Tablet,AU,2023-01-20 22:51:00,0
TXN00002874,U00577,64.2,M063,Mobile,JP,2023-01-20 23:13:00,0
TXN00002875,U00087,13.4,M071,Tablet,JP,2023-01-20 23:16:00,0
TXN00002876,U00434,13.84,M002,Desktop,CA,2023-01-20 23:22:00,0
TXN00002877,U00282,30.86,M099,Desktop,UK,2023-01-20 23:27:00,0
TXN00002878,U00869,1.68,M023,Mobile,IN,2023-01-20 23:38:00,0
TXN00002879,U00695,63.49,M006,Tablet,US,2023-01-20 23:45:00,0
TXN00002880,U00354,84.02,M074,Tablet,MX,2023-01-20 23:54:00,0
TXN00002881,U00524,26.51,M064,Desktop,JP,2023-01-20 23:58:00,0
TXN00002882,U00386,23.33,M009,Desktop,BR,2023-01-21 00:02:00,0
TXN00002883,U00298,23.15,M095,Desktop,BR,2023-01-21 00:03:00,0
TXN00002884,U00586,30.97,M081,Tablet,AU,2023-01-21 00:16:00,0
TXN00002885,U00044,1.5,M090,Tablet,AU,2023-01-21 00:20:00,0
TXN00002886,U00621,33.3,M003,Desktop,US,2023-01-21 00:46:00,0
TXN00002887,U00802,6.22,M086,Tablet,US,2023-01-21 00:47:00,0
TXN00002888,U00907,17.0,M014,Mobile,FR,2023-01-21 00:49:00,0
TXN00002889,U00634,16.79,M087,Tablet,BR,2023-01-21 00:59:00,0
TXN00002890,U00330,22.61,M018,Desktop,US,2023-01-21 01:22:00,0
TXN00002891,U00506,33.45,M081,Tablet,DE,2023-01-21 01:34:00,0
TXN00002892,U00288,16.82,M064,Mobile,UK,2023-01-21 01:46:00,0
TXN00002893,U00870,8.43,M052,Mobile,FR,2023-01-21 01:47:00,0
TXN00002894,U00102,5.27,M085,Desktop,IN,2023-01-21 02:02:00,0
TXN00002895,U00838,6.92,M040,Desktop,JP,2023-01-21 02:18:00,0
TXN00002896,U00880,90.4,M081,Tablet,CA,2023-01-21 02:23:00,0
TXN00002897,U00943,4177.48,M072,Desktop,IN,2023-01-21 02:38:00,1
TXN00002898,U00261,16.48,M021,Desktop,UK,2023-01-21 02:42:00,0
TXN00002899,U00198,38.59,M074,Mobile,DE,2023-01-21 02:44:00,0
TXN00002900,U00954,2.33,M006,Mobile,JP,2023-01-21 02:45:00,0
TXN00002901,U00938,183.34,M029,Desktop,UK,2023-01-21 02:56:00,0
TXN00002902,U00997,3.55,M057,Tablet,IN,2023-01-21 03:02:00,0
TXN00002903,U00631,25.38,M094,Tablet,BR,2023-01-21 03:06:00,0
TXN00002904,U00198,35.32,M028,Mobile,MX,2023-01-21 03:11:00,0
TXN00002905,U00890,12.63,M013,Tablet,AU,2023-01-21 03:22:00,0
TXN00002906,U00098,36.46,M076,Mobile,DE,2023-01-21 03:42:00,0
TXN00002907,U00561,3016.22,M083,Desktop,DE,2023-01-21 04:03:00,1
TXN00002908,U00288,5.78,M055,Desktop,UK,2023-01-21 04:25:00,0
TXN00002909,U00677,39.87,M014,Desktop,MX,2023-01-21 04:38:00,0
TXN00002910,U00726,53.63,M008,Tablet,US,2023-01-21 04:48:00,0
TXN00002911,U00299,10.63,M047,Tablet,AU,2023-01-21 04:57:00,0
TXN00002912,U00482,45.41,M059,Desktop,BR,2023-01-21 05:34:00,0
TXN00002913,U00289,15.61,M032,Desktop,IN,2023-01-21 05:36:00,0
TXN00002914,U00491,6.93,M090,Tablet,AU,2023-01-21 05:51:00,0
TXN00002915,U00902,5.37,M007,Mobile,UK,2023-01-21 05:52:00,0
TXN00002916,U00795,4.0,M087,Mobile,CA,2023-01-21 05:53:00,0
TXN00002917,U00418,35.69,M090,Mobile,AU,2023-01-21 06:08:00,0
TXN00002918,U00130,31.12,M029,Tablet,JP,2023-01-21 06:37:00,0
TXN00002919,U00165,2152.14,M008,Mobile,US,2023-01-21 06:41:00,1
TXN00002920,U00698,94.5,M014,Mobile,UK,2023-01-21 06:50:00,0
TXN00002921,U00481,63.56,M068,Tablet,JP,2023-01-21 06:57:00,0
TXN00002922,U00338,21.33,M040,Mobile,UK,2023-01-21 07:06:00,0
TXN00002923,U00944,55.25,M019,Mobile,JP,2023-01-21 07:46:00,0
TXN00002924,U00664,11.17,M008,Mobile,US,2023-01-21 07:50:00,0
TXN00002925,U00247,90.85,M062,Tablet,AU,2023-01-21 07:50:00,0
TXN00002926,U00407,40.89,M023,Tablet,JP,2023-01-21 08:00:00,0
TXN00002927,U00092,37.66,M050,Mobile,DE,2023-01-21 08:02:00,0
TXN00002928,U00541,67.37,M067,Tablet,CA,2023-01-21 08:17:00,0
TXN00002929,U00390,31.61,M038,Tablet,BR,2023-01-21 08:32:00,0
TXN00002930,U00657,18.59,M041,Tablet,US,2023-01-21 08:41:00,0
TXN00002931,U00815,15.87,M007,Desktop,US,2023-01-21 08:43:00,0
TXN00002932,U00412,5.95,M025,Desktop,JP,2023-01-21 08:47:00,0
TXN00002933,U00932,2425.41,M089,Desktop,IN,2023-01-21 08:53:00,1
TXN00002934,U00039,7.68,M061,Desktop,US,2023-01-21 09:18:00,0
TXN00002935,U00880,5.83,M050,Desktop,AU,2023-01-21 09:25:00,0
TXN00002936,U00434,6.71,M058,Tablet,FR,2023-01-21 09:28:00,0
TXN00002937,U00689,68.2,M055,Tablet,CA,2023-01-21 09:33:00,0
TXN00002938,U00521,27.25,M067,Mobile,FR,2023-01-21 09:39:00,0
TXN00002939,U00517,17.34,M095,Tablet,JP,2023-01-21 09:41:00,0
TXN00002940,U00370,22.99,M014,Tablet,FR,2023-01-21 10:03:00,0
TXN00002941,U00726,21.79,M096,Tablet,FR,2023-01-21 10:12:00,0
TXN00002942,U00994,9.42,M009,Tablet,DE,2023-01-21 10:14:00,0
TXN00002943,U00715,108.24,M054,Mobile,CA,2023-01-21 10:31:00,0
TXN00002944,U00488,65.49,M006,Tablet,FR,2023-01-21 10:48:00,0
TXN00002945,U00840,61.15,M075,Desktop,DE,2023-01-21 10:50:00,0
TXN00002946,U00560,6.82,M054,Tablet,AU,2023-01-21 11:01:00,0
TXN00002947,U00401,20.83,M059,Mobile,JP,2023-01-21 11:26:00,0
TXN00002948,U00187,27.54,M034,Mobile,AU,2023-01-21 11:37:00,0
TXN00002949,U00684,14.03,M083,Mobile,MX,2023-01-21 12:06:00,0
TXN00002950,U00485,172.7,M026,Desktop,FR,2023-01-21 12:24:00,0
TXN00002951,U00011,2.21,M007,Tablet,AU,2023-01-21 12:29:00,0
TXN00002952,U00987,43.72,M096,Mobile,MX,2023-01-21 12:34:00,0
TXN00002953,U00247,27.42,M061,Mobile,US,2023-01-21 12:45:00,0
TXN00002954,U00243,19.31,M076,Desktop,FR,2023-01-21 12:56:00,0
TXN00002955,U00197,4.71,M066,Mobile,MX,2023-01-21 13:48:00,0
TXN00002956,U00348,7.46,M004,Desktop,DE,2023-01-21 13:50:00,0
TXN00002957,U00110,34.44,M086,Desktop,DE,2023-01-21 13:50:00,0
TXN00002958,U00472,27.12,M054,Mobile,FR,2023-01-21 14:10:00,0
TXN00002959,U00432,238.73,M093,Desktop,US,2023-01-21 14:15:00,0
TXN00002960,U00136,77.56,M057,Tablet,JP,2023-01-21 14:53:00,0
TXN00002961,U00255,35.66,M017,Desktop,UK,2023-01-21 15:13:00,0
TXN00002962,U00492,47.52,M024,Tablet,MX,2023-01-21 15:20:00,0
TXN00002963,U00547,14.43,M031,Tablet,CA,2023-01-21 15:22:00,0
TXN00002964,U00776,12.72,M090,Mobile,MX,2023-01-21 15:58:00,0
TXN00002965,U00968,37.48,M054,Tablet,MX,2023-01-21 16:06:00,0
TXN00002966,U00818,2741.73,M071,Desktop,MX,2023-01-21 16:10:00,1
TXN00002967,U00024,33.44,M022,Tablet,MX,2023-01-21 16:24:00,0
TXN00002968,U00898,13.58,M018,Desktop,DE,2023-01-21 16:32:00,0
TXN00002969,U00566,25.54,M043,Desktop,US,2023-01-21 16:44:00,0
TXN00002970,U00974,10.13,M042,Desktop,UK,2023-01-21 17:01:00,0
TXN00002971,U00504,16.66,M089,Tablet,AU,2023-01-21 17:04:00,0
TXN00002972,U00570,113.49,M056,Mobile,US,2023-01-21 17:22:00,0
TXN00002973,U00018,54.75,M058,Desktop,BR,2023-01-21 17:47:00,0
TXN00002974,U00681,16.11,M052,Desktop,IN,2023-01-21 17:52:00,0
TXN00002975,U00630,32.0,M014,Desktop,US,2023-01-21 17:55:00,0
TXN00002976,U00789,2831.59,M088,Mobile,UK,2023-01-21 18:17:00,1
TXN00002977,U00939,8.57,M074,Mobile,CA,2023-01-21 18:27:00,0
TXN00002978,U00995,1663.0,M090,Desktop,MX,2023-01-21 18:48:00,1
TXN00002979,U00793,23.82,M035,Tablet,JP,2023-01-21 19:02:00,0
TXN00002980,U00535,16.65,M020,Mobile,DE,2023-01-21 19:14:00,0
TXN00002981,U00412,4829.53,M078,Mobile,US,2023-01-21 19:17:00,1
TXN00002982,U00017,122.65,M059,Mobile,DE,2023-01-21 19:34:00,0
TXN00002983,U00985,69.44,M040,Mobile,FR,2023-01-21 19:46:00,0
TXN00002984,U00577,13.89,M087,Tablet,DE,2023-01-21 20:13:00,0
TXN00002985,U00035,44.46,M020,Mobile,CA,2023-01-21 20:17:00,0
TXN00002986,U00609,12.9,M006,Mobile,FR,2023-01-21 20:40:00,0
TXN00002987,U00826,20.75,M049,Mobile,DE,2023-01-21 21:13:00,0
TXN00002988,U00053,7.15,M074,Desktop,US,2023-01-21 21:15:00,0
TXN00002989,U00756,14.35,M001,Desktop,IN,2023-01-21 21:25:00,0
TXN00002990,U00365,29.28,M034,Tablet,US,2023-01-21 21:27:00,0
TXN00002991,U00741,5.81,M015,Mobile,CA,2023-01-21 21:32:00,0
TXN00002992,U00953,35.35,M042,Mobile,DE,2023-01-21 21:37:00,0
TXN00002993,U00412,15.44,M023,Tablet,CA,2023-01-21 21:49:00,0
TXN00002994,U00379,9.84,M012,Mobile,DE,2023-01-21 21:55:00,0
TXN00002995,U00264,20.71,M013,Mobile,JP,2023-01-21 22:23:00,0
TXN00002996,U00411,2374.6,M087,Desktop,BR,2023-01-21 22:38:00,1
TXN00002997,U00034,29.64,M069,Tablet,UK,2023-01-21 22:47:00,0
TXN00002998,U00486,98.91,M053,Tablet,FR,2023-01-21 22:59:00,0
TXN00002999,U00548,29.31,M065,Mobile,BR,2023-01-21 22:59:00,0
TXN00003000,U00497,20.13,M031,Mobile,IN,2023-01-21 23:14:00,0
TXN00003001,U00169,59.24,M008,Tablet,AU,2023-01-21 23:32:00,0
TXN00003002,U00186,25.62,M079,Desktop,FR,2023-01-21 23:36:00,0
TXN00003003,U00090,50.9,M003,Tablet,BR,2023-01-21 23:48:00,0
TXN00003004,U00264,42.55,M039,Desktop,JP,2023-01-21 23:53:00,0
TXN00003005,U00246,2.01,M070,Mobile,DE,2023-01-21 23:57:00,0
TXN00003006,U00669,181.87,M011,Tablet,FR,2023-01-22 00:06:00,0
TXN00003007,U00814,42.66,M001,Mobile,UK,2023-01-22 00:11:00,0
TXN00003008,U00182,2157.05,M023,Desktop,BR,2023-01-22 00:26:00,1
TXN00003009,U00873,24.16,M098,Desktop,IN,2023-01-22 00:40:00,0
TXN00003010,U00883,5.47,M005,Desktop,IN,2023-01-22 01:07:00,0
TXN00003011,U00225,111.13,M082,Mobile,FR,2023-01-22 01:23:00,0
TXN00003012,U00168,23.98,M053,Mobile,BR,2023-01-22 01:37:00,0
TXN00003013,U00231,61.62,M032,Tablet,BR,2023-01-22 01:41:00,0
TXN00003014,U00976,12.41,M055,Mobile,JP,2023-01-22 01:49:00,0
TXN00003015,U00123,21.4,M078,Tablet,BR,2023-01-22 01:50:00,0
TXN00003016,U00605,31.33,M011,Tablet,JP,2023-01-22 01:50:00,0
TXN00003017,U00074,111.15,M045,Tablet,CA,2023-01-22 01:53:00,0
TXN00003018,U00455,171.39,M022,Tablet,DE,2023-01-22 01:53:00,0
TXN00003019,U00139,38.8,M100,Tablet,MX,2023-01-22 01:54:00,0
TXN00003020,U00624,11.12,M085,Tablet,DE,2023-01-22 01:59:00,0
TXN00003021,U00450,17.44,M037,Desktop,MX,2023-01-22 02:28:00,0
TXN00003022,U00253,6.45,M042,Mobile,JP,2023-01-22 02:36:00,0
TXN00003023,U00995,6.83,M044,Mobile,MX,2023-01-22 02:41:00,0
TXN00003024,U00554,175.04,M057,Mobile,CA,2023-01-22 02:41:00,0
TXN00003025,U00420,7.48,M005,Mobile,IN,2023-01-22 02:41:00,0
TXN00003026,U00718,10.46,M005,Desktop,FR,2023-01-22 02:44:00,0
TXN00003027,U00700,8.84,M012,Mobile,JP,2023-01-22 02:47:00,0
TXN00003028,U00550,64.89,M014,Tablet,FR,2023-01-22 02:49:00,0
TXN00003029,U00548,2.8,M060,Tablet,IN,2023-01-22 02:56:00,0
TXN00003030,U00801,3.17,M016,Tablet,JP,2023-01-22 03:01:00,0
TXN00003031,U00511,18.42,M028,Mobile,US,2023-01-22 03:06:00,0
TXN00003032,U00836,41.8,M063,Mobile,AU,2023-01-22 03:34:00,0
TXN00003033,U00711,34.28,M078,Tablet,US,2023-01-22 03:59:00,0
TXN00003034,U00558,127.15,M064,Tablet,IN,2023-01-22 04:14:00,0
TXN00003035,U00713,12.28,M035,Desktop,UK,2023-01-22 04:32:00,0
TXN00003036,U00201,7.54,M075,Desktop,DE,2023-01-22 04:33:00,0
TXN00003037,U00973,10.16,M054,Desktop,DE,2023-01-22 04:37:00,0
TXN00003038,U00209,95.97,M033,Desktop,IN,2023-01-22 04:45:00,0
TXN00003039,U00802,4081.78,M089,Desktop,CA,2023-01-22 04:46:00,1
TXN00003040,U00406,10.96,M093,Tablet,MX,2023-01-22 04:51:00,0
TXN00003041,U00363,63.49,M013,Mobile,FR,2023-01-22 04:56:00,0
TXN00003042,U00997,32.88,M016,Tablet,BR,2023-01-22 05:10:00,0
TXN00003043,U00803,28.35,M012,Desktop,DE,2023-01-22 05:13:00,0
TXN00003044,U00467,20.12,M071,Desktop,BR,2023-01-22 05:20:00,0
TXN00003045,U00960,1.66,M005,Tablet,US,2023-01-22 05:28:00,0
TXN00003046,U00124,34.4,M086,Desktop,UK,2023-01-22 05:39:00,0
TXN00003047,U00336,9.63,M034,Tablet,IN,2023-01-22 05:41:00,0
TXN00003048,U00747,80.72,M003,Mobile,US,2023-01-22 05:52:00,0
TXN00003049,U00502,42.2,M097,Desktop,FR,2023-01-22 06:01:00,0
TXN00003050,U00585,15.69,M013,Desktop,MX,2023-01-22 06:04:00,0
TXN00003051,U00146,46.21,M031,Tablet,FR,2023-01-22 06:10:00,0
TXN00003052,U00251,15.47,M092,Desktop,CA,2023-01-22 06:20:00,0
TXN00003053,U00860,25.09,M093,Mobile,DE,2023-01-22 06:26:00,0
TXN00003054,U00493,35.28,M020,Mobile,US,2023-01-22 06:29:00,0
TXN00003055,U00837,55.78,M061,Mobile,DE,2023-01-22 06:44:00,0
TXN00003056,U00270,40.99,M087,Desktop,US,2023-01-22 06:51:00,0
TXN00003057,U00127,50.93,M029,Mobile,BR,2023-01-22 07:07:00,0
TXN00003058,U00314,105.74,M088,Desktop,DE,2023-01-22 07:17:00,0
TXN00003059,U00606,26.85,M095,Tablet,BR,2023-01-22 07:17:00,0
TXN00003060,U00905,50.95,M045,Mobile,JP,2023-01-22 07:23:00,0
TXN00003061,U00509,6.46,M034,Tablet,CA,2023-01-22 07:31:00,0
TXN00003062,U00440,4.16,M028,Desktop,MX,2023-01-22 07:57:00,0
